image,n_gt,d_matched,d_iou,d_f1,y_matched,y_iou,y_f1
230219_A096_2.jpg,13,11,0.708038866519928,0.6666666666666667,12,0.8759913444519043,0.888888888888889
230219_A096_4.jpg,13,12,0.7076773047447205,0.8571428571428571,13,0.8596365451812744,0.8000000000000002
230219_A097_1.jpg,17,14,0.6595696806907654,0.5405405405405405,16,0.8266063928604126,0.7058823529411765
230219_A098_1.jpg,13,10,0.6662572622299194,0.8,11,0.865837037563324,0.8799999999999999
230219_A098_2.jpg,12,10,0.6363043785095215,0.5517241379310345,11,0.7991448044776917,0.7199999999999999
230219_A099_2.jpg,10,6,0.7063980102539062,0.4,8,0.7465161085128784,0.7
230219_A100_2.jpg,12,7,0.7067214846611023,0.34146341463414637,5,0.7613259553909302,0.5
230219_A100_4.jpg,8,5,0.6845167875289917,0.27586206896551724,5,0.8108813166618347,0.5555555555555556
230219_A101_2.jpg,8,6,0.6411120891571045,0.5714285714285714,7,0.8203357458114624,0.5882352941176471
230219_A101_3.jpg,10,9,0.7009972333908081,0.75,10,0.8728095293045044,0.9523809523809523
230219_A104_3.jpg,13,10,0.7049267888069153,0.5,12,0.8673052191734314,0.6666666666666667
230219_A105_3.jpg,19,16,0.6530570387840271,0.6382978723404255,16,0.8339009284973145,0.7
230219_A105_4.jpg,16,9,0.6258547306060791,0.4285714285714286,13,0.7038201093673706,0.8387096774193549
230219_A108_1.jpg,11,7,0.6427874565124512,0.4242424242424242,8,0.7117459774017334,0.7272727272727273
230219_A109_2.jpg,11,10,0.7024797201156616,0.5806451612903226,11,0.8842344880104065,0.7857142857142858
230219_A110_3.jpg,12,8,0.7268806099891663,0.5,8,0.8622349500656128,0.6363636363636365
230219_A112_1.jpg,8,6,0.6428248286247253,0.39999999999999997,5,0.7193537950515747,0.4761904761904762
230219_A112_2.jpg,9,2,0.6552417874336243,0.16666666666666669,4,0.7047819495201111,0.4
230219_A112_3.jpg,11,8,0.6230545043945312,0.4571428571428572,8,0.7776561975479126,0.7000000000000001
230219_A113_1.jpg,15,12,0.6453383564949036,0.7500000000000001,12,0.7643980979919434,0.7857142857142856
230219_A114_2.jpg,8,6,0.6379294395446777,0.5217391304347827,7,0.8230348825454712,0.7000000000000001
